,Tempo,V input,V out (RC=1),"V out (RC=0,5)","V out (RC=0,1)"
86,8.6,1.0,2510.0440460651184,5020.088092130237,25100.440460651185
87,8.700000000000001,1.0,2774.132928621657,5548.265857243314,27741.32928621657
88,8.8,1.0,3065.9961737500084,6131.992347500017,30659.961737500085
89,8.9,1.0,3388.5549798136667,6777.109959627333,33885.549798136664
90,9.0,-1.0,3745.037487336463,7490.074974672926,37450.37487336463
91,9.1,-1.0,4138.8013640517765,8277.602728103553,41388.01364051776
92,9.200000000000001,-1.0,4573.977752349246,9147.955504698491,45739.777523492456
93,9.3,-1.0,5054.922063183101,10109.844126366203,50549.22063183101
94,9.4,-1.0,5586.447651700622,11172.895303401245,55864.476517006224
95,9.5,-1.0,6173.874322213891,12347.748644427782,61738.74322213891
96,9.600000000000001,-1.0,6823.081197207192,13646.162394414385,68230.81197207193
97,9.700000000000001,-1.0,7540.5659335094715,15081.131867018943,75405.65933509471
98,9.8,-1.0,8333.50892808892,16667.01785617784,83335.08928088921
99,9.9,-1.0,9209.84654258415,18419.6930851683,92098.4654258415
